Player,Team,Pos,G,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Ryan Rollins,Washington Wizards,PG,10,6.6,1.3,2.5,0.52,0.2,0.3,0.667,1.3,1.7,0.765,0.2,0.9,1.1,1.1,0.8,0.3,0.7,0.7,4.1
Ryan Rollins,Milwaukee Bucks,PG,3,4.0,0.3,0.7,0.5,0.3,0.3,1.0,0.0,0.0,,0.0,0.7,0.7,1.0,0.7,0.0,0.3,0.3,1.0
Yuta Watanabe,,SF,34,13.6,1.2,3.4,0.353,0.7,2.5,0.294,0.3,0.5,0.588,0.3,1.3,1.6,0.4,0.4,0.2,0.6,1.1,3.4
Yuta Watanabe,Phoenix Suns,SF,29,13.2,1.2,3.3,0.361,0.8,2.6,0.32,0.3,0.5,0.667,0.4,1.2,1.6,0.3,0.3,0.2,0.6,1.2,3.6
Yuta Watanabe,Memphis Grizzlies,SF,5,16.4,1.2,3.8,0.316,0.2,2.0,0.1,0.0,0.4,0.0,0.0,1.8,1.8,1.0,0.6,0.0,0.6,1.0,2.6
Buddy Boeheim,Detroit Pistons,SF,10,8.4,0.9,2.9,0.31,0.8,2.5,0.32,0.8,1.0,0.8,0.3,0.7,1.0,0.3,0.0,0.1,0.0,0.5,3.4
Moses Brown,Portland Trail Blazers,C,22,9.1,1.5,3.0,0.508,0.0,0.0,,0.4,1.4,0.29,1.7,2.2,3.9,0.3,0.2,0.3,0.5,1.2,3.4
Wenyen Gabriel,Memphis Grizzlies,PF,5,16.2,1.6,4.4,0.364,0.2,1.2,0.167,0.0,1.0,0.0,1.4,3.6,5.0,0.6,0.4,0.4,1.6,2.0,3.4
Nassir Little,Phoenix Suns,SF,45,10.2,1.3,2.8,0.46,0.5,1.6,0.3,0.4,0.4,0.85,0.3,1.4,1.7,0.5,0.2,0.2,0.3,0.9,3.4
Jalen McDaniels,Toronto Raptors,SF,50,10.8,1.3,3.8,0.344,0.2,1.4,0.169,0.5,0.7,0.73,0.4,1.2,1.6,0.7,0.4,0.1,0.6,1.0,3.4
Jaden Springer,,PG,49,10.3,1.2,3.0,0.399,0.2,1.0,0.208,0.7,0.9,0.833,0.7,0.9,1.6,0.9,0.7,0.3,0.7,1.3,3.3
Jaden Springer,Philadelphia 76ers,SG,32,11.8,1.4,3.7,0.39,0.3,1.2,0.216,0.9,1.1,0.824,0.8,1.0,1.8,1.1,0.8,0.3,0.8,1.5,4.0
Jaden Springer,Boston Celtics,PG,17,7.6,0.8,1.8,0.433,0.1,0.6,0.182,0.4,0.5,0.875,0.5,0.7,1.2,0.5,0.6,0.2,0.5,1.0,2.1
Charles Bassey,San Antonio Spurs,C,19,10.8,1.5,2.1,0.725,0.0,0.1,0.0,0.3,0.3,0.833,1.2,2.8,4.0,1.1,0.4,0.9,0.8,1.6,3.3
Micah Potter,Utah Jazz,PF,16,11.6,1.2,2.5,0.475,0.6,1.3,0.429,0.4,0.5,0.75,0.6,2.1,2.7,0.4,0.3,0.4,0.3,0.9,3.3
Dwight Powell,Dallas Mavericks,C,63,13.3,1.1,1.7,0.679,0.0,0.0,0.333,1.0,1.4,0.708,1.5,1.9,3.4,1.3,0.4,0.3,0.5,1.8,3.3
Terquavion Smith,Philadelphia 76ers,PG,16,5.3,1.1,2.9,0.391,0.8,2.2,0.371,0.2,0.3,0.6,0.0,0.3,0.3,0.8,0.5,0.0,0.4,0.5,3.3
Garrett Temple,Toronto Raptors,SG,27,10.7,1.1,2.9,0.372,0.4,1.5,0.3,0.7,0.8,0.818,0.7,1.0,1.7,1.0,0.4,0.1,0.5,1.0,3.3
Tristan Thompson,Cleveland Cavaliers,C,49,11.2,1.5,2.4,0.608,0.0,0.0,0.0,0.3,1.1,0.288,1.5,2.1,3.6,1.0,0.2,0.3,0.6,1.2,3.3
Oscar Tshiebwe,Indiana Pacers,PF,8,5.3,1.3,2.5,0.5,0.0,0.0,,0.8,1.0,0.75,1.0,1.0,2.0,0.3,0.3,0.1,0.0,0.4,3.3
Kira Lewis Jr.,,PG,28,9.5,1.2,3.3,0.37,0.1,1.2,0.121,0.6,0.7,0.85,0.3,0.6,0.9,1.3,0.3,0.1,0.5,0.5,3.2
Kira Lewis Jr.,New Orleans Pelicans,PG,15,9.6,1.1,3.5,0.308,0.1,1.3,0.1,0.7,0.7,0.909,0.3,0.7,0.9,1.2,0.3,0.1,0.5,0.5,2.9
Kira Lewis Jr.,Toronto Raptors,PG,1,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Kira Lewis Jr.,Utah Jazz,PG,12,9.9,1.5,3.3,0.45,0.2,1.1,0.154,0.6,0.8,0.778,0.4,0.6,1.0,1.6,0.3,0.1,0.5,0.3,3.8
A.J. Lawson,Dallas Mavericks,SG,42,7.4,1.3,2.9,0.446,0.3,1.2,0.26,0.4,0.5,0.652,0.3,0.9,1.2,0.5,0.2,0.1,0.3,0.5,3.2
Boban Marjanovic,Houston Rockets,C,14,5.1,1.3,2.4,0.529,0.0,0.1,0.0,0.6,1.0,0.643,0.5,1.8,2.3,0.4,0.1,0.1,0.4,0.4,3.2
Zeke Nnaji,Denver Nuggets,PF,58,9.9,1.2,2.6,0.463,0.1,0.4,0.261,0.7,1.1,0.677,1.1,1.1,2.2,0.6,0.3,0.7,0.5,1.4,3.2
Ish Smith,,PG,43,17.2,1.5,3.7,0.418,0.1,0.2,0.5,0.1,0.1,0.75,0.3,1.5,1.8,3.4,0.4,0.1,1.1,1.1,3.2
JT Thor,,PF,63,12.4,1.3,2.9,0.437,0.4,1.3,0.346,0.2,0.3,0.55,0.7,1.6,2.3,0.5,0.2,0.4,0.2,1.0,3.2
Brandon Williams,Dallas Mavericks,PG,17,6.6,1.2,3.2,0.37,0.2,0.9,0.2,0.6,1.0,0.647,0.2,0.5,0.8,1.0,0.1,0.1,0.4,0.2,3.2
Wesley Matthews,Atlanta Hawks,SG,36,11.5,0.9,2.7,0.351,0.7,1.9,0.348,0.5,0.7,0.75,0.3,1.2,1.5,0.6,0.4,0.3,0.2,1.2,3.1
Dalen Terry,Chicago Bulls,SG,59,11.5,1.2,2.7,0.439,0.3,1.3,0.23,0.4,0.7,0.581,0.5,1.4,1.9,1.4,0.5,0.3,0.5,1.4,3.1
Gabe Vincent,Los Angeles Lakers,PG,11,19.8,1.4,4.5,0.306,0.3,2.5,0.107,0.1,0.2,0.5,0.4,0.5,0.8,1.9,0.8,0.0,0.5,1.7,3.1
Mike Muscala,,C,53,11.3,1.1,2.9,0.359,0.5,1.8,0.292,0.3,0.5,0.68,0.7,1.6,2.4,0.7,0.2,0.2,0.4,1.0,3.0
Mike Muscala,Washington Wizards,C,24,14.1,1.4,3.8,0.367,0.6,2.1,0.275,0.6,0.8,0.75,0.9,2.2,3.1,0.9,0.2,0.3,0.7,1.3,4.0
Mike Muscala,Detroit Pistons,C,13,13.2,1.2,3.4,0.341,1.0,2.6,0.382,0.2,0.3,0.5,0.8,1.5,2.2,0.8,0.2,0.4,0.2,1.0,3.5
Mike Muscala,Oklahoma City Thunder,C,16,5.7,0.5,1.4,0.364,0.1,0.7,0.091,0.0,0.1,0.0,0.4,0.9,1.3,0.3,0.1,0.1,0.3,0.5,1.1
Johnny Davis,Washington Wizards,SG,50,12.3,1.2,3.1,0.403,0.3,0.8,0.35,0.3,0.5,0.583,0.4,1.1,1.4,0.6,0.4,0.2,0.3,1.1,3.0
Saben Lee,Phoenix Suns,PG,24,7.7,0.8,2.3,0.364,0.1,0.7,0.125,1.2,1.6,0.744,0.4,0.9,1.3,1.3,0.3,0.1,0.3,0.5,3.0
Olivier-Maxence Prosper,Dallas Mavericks,PF,40,8.4,1.0,2.6,0.385,0.3,1.1,0.289,0.7,1.0,0.683,0.6,1.4,2.0,0.6,0.2,0.1,0.2,0.5,3.0
Trevelin Queen,Orlando Magic,SG,14,11.8,1.0,2.7,0.368,0.2,1.2,0.176,0.6,0.9,0.75,0.2,1.2,1.4,1.3,0.5,0.4,0.5,1.1,2.9
Jeremiah Robinson-Earl,New Orleans Pelicans,PF,39,8.6,1.2,2.4,0.474,0.3,1.0,0.333,0.3,0.4,0.75,0.6,1.4,1.9,0.5,0.3,0.1,0.4,0.6,2.9
Jeenathan Williams,Houston Rockets,SG,22,5.9,1.2,2.3,0.54,0.1,0.2,0.4,0.3,0.6,0.538,0.5,0.5,1.0,0.3,0.2,0.0,0.2,0.5,2.9
D.J. Carton,Toronto Raptors,SG,4,9.0,0.8,2.0,0.375,0.3,1.0,0.25,1.0,1.3,0.8,0.5,0.5,1.0,0.8,0.3,0.0,0.3,0.8,2.8
Henri Drell,Chicago Bulls,SF,4,7.5,1.0,2.5,0.4,0.5,1.5,0.333,0.3,0.5,0.5,0.3,0.8,1.0,1.0,0.5,0.3,0.5,1.5,2.8
Orlando Robinson,Miami Heat,C,36,8.4,1.0,2.0,0.5,0.2,0.4,0.533,0.5,0.7,0.76,0.8,1.6,2.3,0.9,0.2,0.2,0.5,1.0,2.8
Emoni Bates,Cleveland Cavaliers,SF,15,8.9,1.0,3.3,0.306,0.7,2.2,0.303,0.1,0.3,0.25,0.1,0.9,0.9,0.7,0.1,0.1,0.5,0.3,2.7
Leaky Black,,SF,26,10.9,1.0,2.0,0.481,0.3,0.8,0.45,0.4,0.6,0.667,0.3,1.5,1.8,0.9,0.3,0.4,0.2,0.7,2.7
Damian Jones,Cleveland Cavaliers,C,39,6.9,1.1,1.8,0.597,0.1,0.4,0.214,0.5,0.5,0.857,0.5,1.1,1.6,0.4,0.2,0.3,0.3,0.7,2.7
Malik Williams,Toronto Raptors,C,7,15.3,1.3,4.9,0.265,0.1,0.7,0.2,0.0,0.3,0.0,2.1,3.3,5.4,0.3,0.4,0.6,0.4,2.1,2.7
Timmy Allen,Memphis Grizzlies,SF,5,25.0,1.2,4.6,0.261,0.0,1.4,0.0,0.2,0.4,0.5,0.8,2.6,3.4,1.0,0.8,0.0,0.4,3.6,2.6
Moussa Diabate,Los Angeles Clippers,C,11,5.8,0.9,1.7,0.526,0.0,0.0,,0.8,1.3,0.643,1.4,0.8,2.2,0.4,0.5,0.1,0.2,0.4,2.6
Otto Porter Jr.,Toronto Raptors,SF,15,11.6,0.9,2.2,0.424,0.5,1.5,0.348,0.2,0.2,1.0,0.4,1.5,1.9,0.5,0.3,0.3,0.1,1.3,2.6
Alex Fudge,,SF,6,6.7,1.0,2.5,0.4,0.2,0.8,0.2,0.3,0.3,1.0,0.7,0.2,0.8,0.0,0.5,0.0,0.3,0.3,2.5
Alex Fudge,Los Angeles Lakers,SF,4,3.5,0.3,1.5,0.167,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.3,0.3,1.0
Alex Fudge,Dallas Mavericks,SF,2,13.0,2.5,4.5,0.556,0.5,1.5,0.333,0.0,0.0,,1.0,0.5,1.5,0.0,1.5,0.0,0.5,0.5,5.5
Dylan Windler,,SF,17,6.4,0.9,1.8,0.5,0.8,1.6,0.481,0.0,0.0,,0.2,0.8,0.9,0.6,0.1,0.0,0.1,0.4,2.5
Dylan Windler,New York Knicks,SF,3,2.3,0.3,0.7,0.5,0.3,0.7,0.5,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,1.0
Dylan Windler,Los Angeles Lakers,SF,8,3.5,0.5,1.1,0.444,0.5,1.0,0.5,0.0,0.0,,0.0,0.4,0.4,0.8,0.0,0.0,0.0,0.3,1.5
Dylan Windler,Atlanta Hawks,SF,6,12.2,1.7,3.2,0.526,1.3,2.8,0.471,0.0,0.0,,0.5,1.5,2.0,0.5,0.3,0.0,0.3,0.5,4.7
Greg Brown III,Dallas Mavericks,PF,6,6.7,0.8,1.8,0.455,0.2,0.5,0.333,0.7,1.5,0.444,0.5,1.0,1.5,0.7,0.0,0.7,0.7,0.8,2.5
Furkan Korkmaz,Philadelphia 76ers,SG,35,8.6,0.9,2.2,0.395,0.4,1.1,0.35,0.4,0.6,0.7,0.1,0.7,0.9,0.7,0.4,0.1,0.3,0.5,2.5
Alex Len,Sacramento Kings,C,48,9.3,1.0,1.7,0.617,0.0,0.1,0.0,0.4,0.7,0.588,1.0,1.7,2.7,1.0,0.2,0.7,0.6,1.4,2.5
Markieff Morris,Dallas Mavericks,PF,26,8.3,0.9,2.6,0.338,0.6,1.6,0.357,0.2,0.2,0.833,0.2,1.3,1.5,0.6,0.2,0.1,0.5,0.5,2.5
Harry Giles,,C,23,4.3,1.0,2.2,0.46,0.1,0.6,0.214,0.3,0.6,0.538,0.5,0.8,1.3,0.3,0.1,0.1,0.3,0.7,2.4
Harry Giles,Brooklyn Nets,C,16,5.1,1.4,2.8,0.5,0.2,0.7,0.273,0.4,0.8,0.538,0.8,0.9,1.6,0.4,0.1,0.2,0.4,0.9,3.4
Harry Giles,Los Angeles Lakers,C,7,2.7,0.1,0.9,0.167,0.0,0.4,0.0,0.0,0.0,,0.0,0.6,0.6,0.0,0.1,0.0,0.0,0.0,0.3
AJ Griffin,Atlanta Hawks,SF,20,8.6,0.9,3.1,0.29,0.5,2.0,0.256,0.1,0.1,1.0,0.1,0.8,0.9,0.3,0.1,0.1,0.4,0.3,2.4
Mouhamadou Gueye,Toronto Raptors,PF,11,10.9,1.0,3.5,0.289,0.0,0.3,0.0,0.4,0.8,0.444,1.1,1.0,2.1,0.5,0.3,1.6,1.1,1.4,2.4
Joe Harris,Detroit Pistons,SG,16,10.6,0.9,2.4,0.359,0.6,1.9,0.333,0.1,0.1,0.5,0.2,0.6,0.8,0.6,0.2,0.1,0.3,1.2,2.4
Cory Joseph,Golden State Warriors,PG,26,11.4,0.9,2.5,0.359,0.5,1.6,0.31,0.2,0.3,0.571,0.2,0.9,1.2,1.6,0.2,0.1,0.5,1.0,2.4
Xavier Moon,Los Angeles Clippers,SG,14,8.5,1.1,3.3,0.326,0.1,1.2,0.118,0.1,0.1,0.5,0.6,0.7,1.3,1.5,0.2,0.2,0.4,0.6,2.4
Jamaree Bouyea,,PG,9,10.6,1.1,3.1,0.357,0.1,1.0,0.111,0.0,0.0,,0.3,1.8,2.1,1.2,0.1,0.0,1.0,1.1,2.3
Jamaree Bouyea,Portland Trail Blazers,PG,6,9.5,0.8,3.5,0.238,0.0,1.3,0.0,0.0,0.0,,0.3,1.3,1.7,1.3,0.0,0.0,1.3,0.5,1.7
Jamaree Bouyea,San Antonio Spurs,PG,3,12.7,1.7,2.3,0.714,0.3,0.3,1.0,0.0,0.0,,0.3,2.7,3.0,1.0,0.3,0.0,0.3,2.3,3.7
Amari Bailey,,PG,10,6.5,0.8,2.4,0.333,0.1,0.8,0.125,0.6,0.7,0.857,0.6,0.3,0.9,0.7,0.3,0.0,0.4,0.2,2.3
Isaiah Mobley,Cleveland Cavaliers,PF,10,7.2,1.0,2.4,0.417,0.3,1.0,0.3,0.0,0.1,0.0,0.3,0.7,1.0,0.6,0.2,0.0,0.2,0.6,2.3
Chuma Okeke,Orlando Magic,SF,47,9.2,0.9,2.4,0.357,0.5,1.7,0.28,0.1,0.1,0.571,0.4,1.3,1.7,0.4,0.2,0.1,0.3,0.4,2.3
Olivier Sarr,Oklahoma City Thunder,C,15,6.5,0.7,1.3,0.579,0.1,0.4,0.333,0.7,1.0,0.667,0.7,1.7,2.4,0.1,0.0,0.5,0.2,1.2,2.3
Dereon Seabron,New Orleans Pelicans,SG,6,9.2,0.7,2.2,0.308,0.2,0.3,0.5,0.8,1.0,0.833,0.2,1.0,1.2,0.8,0.3,0.2,0.0,0.7,2.3
Cole Swider,Miami Heat,SF,18,4.8,0.8,2.1,0.395,0.6,1.7,0.333,0.1,0.1,1.0,0.1,0.3,0.4,0.3,0.1,0.1,0.4,0.2,2.3
Udoka Azubuike,Phoenix Suns,C,16,7.1,1.0,1.4,0.696,0.0,0.0,,0.2,0.8,0.231,0.7,1.3,2.0,0.2,0.1,0.4,0.3,1.1,2.2
Reggie Bullock,Houston Rockets,SF,44,9.5,0.8,1.9,0.415,0.6,1.5,0.403,0.0,0.0,1.0,0.1,1.5,1.7,0.3,0.3,0.1,0.2,0.7,2.2
Trent Forrest,Atlanta Hawks,SG,38,10.9,0.9,2.4,0.378,0.1,0.3,0.2,0.3,0.4,0.765,0.3,1.1,1.3,2.4,0.3,0.1,0.5,0.7,2.2
Nate Hinton,Houston Rockets,SG,15,5.0,0.7,1.7,0.423,0.5,0.9,0.5,0.3,0.3,0.8,0.5,1.0,1.5,0.7,0.2,0.1,0.2,0.7,2.2
Andre Jackson Jr.,Milwaukee Bucks,SG,57,10.0,0.9,1.8,0.5,0.3,0.8,0.37,0.1,0.2,0.727,0.8,1.2,2.0,0.9,0.3,0.1,0.5,1.6,2.2
Julian Phillips,Chicago Bulls,SF,40,8.1,0.8,1.9,0.416,0.3,1.0,0.316,0.3,0.5,0.684,0.3,0.6,0.9,0.3,0.2,0.2,0.3,1.0,2.2
Ish Wainright,,SF,11,5.6,0.6,2.2,0.292,0.6,1.8,0.35,0.2,0.2,1.0,0.3,1.0,1.3,0.1,0.4,0.1,0.2,0.7,2.1
Ish Wainright,Portland Trail Blazers,SF,7,6.6,0.9,2.6,0.333,0.9,2.3,0.375,0.3,0.3,1.0,0.0,1.3,1.3,0.0,0.3,0.1,0.1,0.6,2.9
Ish Wainright,Phoenix Suns,SF,4,4.0,0.3,1.5,0.167,0.3,1.0,0.25,0.0,0.0,,0.8,0.5,1.3,0.3,0.5,0.0,0.3,1.0,0.8
Colby Jones,Sacramento Kings,SG,30,6.4,0.9,2.4,0.394,0.1,0.7,0.091,0.2,0.4,0.545,0.6,0.8,1.3,0.7,0.2,0.2,0.3,1.0,2.1
Mamadi Diakite,,PF,6,4.0,0.7,1.0,0.667,0.0,0.2,0.0,0.7,1.0,0.667,0.2,0.5,0.7,0.3,0.2,0.2,0.2,0.3,2.0
Mamadi Diakite,San Antonio Spurs,PF,3,5.3,1.3,1.7,0.8,0.0,0.0,,1.3,2.0,0.667,0.3,0.7,1.0,0.7,0.0,0.3,0.0,0.3,4.0
Mamadi Diakite,New York Knicks,PF,3,2.7,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.3,0.0,0.3,0.0,0.3,0.3,0.0
Kobe Brown,Los Angeles Clippers,PF,44,9.0,0.8,2.0,0.411,0.3,1.1,0.292,0.0,0.0,0.5,0.5,1.0,1.4,0.6,0.3,0.1,0.2,1.1,2.0
JD Davison,Boston Celtics,SG,8,4.9,0.6,1.5,0.417,0.4,0.9,0.429,0.4,0.5,0.75,0.3,1.0,1.3,1.3,0.1,0.1,0.3,0.5,2.0
Jordan Ford,Sacramento Kings,PG,6,3.7,0.7,1.2,0.571,0.3,0.5,0.667,0.3,0.3,1.0,0.0,0.3,0.3,0.3,0.0,0.0,0.2,0.0,2.0
Kevon Harris,Orlando Magic,SG,2,3.0,1.0,1.5,0.667,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,0.5,1.5,2.0
D'Moi Hodge,Los Angeles Lakers,SG,7,5.9,0.7,2.1,0.333,0.4,1.7,0.25,0.1,0.3,0.5,0.0,0.0,0.0,0.7,0.1,0.1,0.1,0.6,2.0
Ty Jerome,Cleveland Cavaliers,SG,2,7.5,1.0,2.0,0.5,0.0,0.5,0.0,0.0,0.0,,0.5,0.0,0.5,1.5,0.0,0.0,0.5,1.0,2.0
Markquis Nowell,Toronto Raptors,SG,1,4.0,0.0,1.0,0.0,0.0,0.0,,2.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0
Jericho Sims,New York Knicks,C,45,13.0,0.8,1.2,0.691,0.0,0.0,,0.4,0.5,0.667,1.2,2.0,3.3,0.6,0.2,0.4,0.4,1.0,2.0
Lindell Wigginton,Milwaukee Bucks,PG,3,2.7,0.7,1.7,0.4,0.0,0.7,0.0,0.7,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,2.0
Isaiah Wong,Indiana Pacers,SG,1,4.0,1.0,3.0,0.333,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Justin Minaya,Portland Trail Blazers,SF,34,11.2,0.6,2.2,0.297,0.4,1.4,0.245,0.1,0.3,0.556,0.9,0.8,1.6,0.6,0.3,0.3,0.3,1.0,1.8
Daishen Nix,Minnesota Timberwolves,PG,15,3.3,0.6,1.6,0.375,0.4,1.1,0.353,0.2,0.4,0.5,0.1,0.1,0.2,0.4,0.3,0.0,0.3,0.1,1.8
Cody Zeller,New Orleans Pelicans,C,43,7.4,0.6,1.4,0.419,0.0,0.1,0.333,0.5,0.9,0.605,1.1,1.5,2.6,0.9,0.2,0.1,0.4,1.0,1.8
Taj Gibson,,PF,20,10.2,0.8,1.9,0.405,0.1,0.5,0.2,0.1,0.1,1.0,0.6,1.3,1.9,0.6,0.2,0.4,0.3,1.6,1.7
Taj Gibson,New York Knicks,PF,16,10.3,0.4,1.4,0.304,0.0,0.4,0.0,0.1,0.1,1.0,0.6,1.1,1.8,0.6,0.1,0.4,0.3,1.8,1.0
Taj Gibson,Detroit Pistons,PF,4,9.8,2.0,3.5,0.571,0.5,1.0,0.5,0.0,0.0,,0.5,1.8,2.3,0.5,0.3,0.3,0.0,0.8,4.5
P.J. Tucker,,PF,31,15.7,0.6,1.6,0.36,0.4,1.1,0.371,0.1,0.1,1.0,0.9,1.8,2.7,0.5,0.5,0.2,0.3,1.7,1.7
P.J. Tucker,Philadelphia 76ers,PF,3,22.0,0.7,1.7,0.4,0.7,1.7,0.4,0.0,0.0,,0.3,4.3,4.7,0.0,1.0,0.7,0.7,3.0,2.0
P.J. Tucker,Los Angeles Clippers,PF,28,15.0,0.6,1.6,0.356,0.4,1.1,0.367,0.1,0.1,1.0,1.0,1.6,2.5,0.6,0.5,0.2,0.2,1.6,1.6
Kessler Edwards,Sacramento Kings,SF,54,5.1,0.6,1.5,0.415,0.4,1.0,0.385,0.1,0.2,0.556,0.2,0.6,0.8,0.3,0.2,0.1,0.1,0.5,1.7
Leonard Miller,Minnesota Timberwolves,SF,17,3.1,0.8,1.2,0.65,0.1,0.3,0.4,0.1,0.1,0.5,0.3,0.9,1.2,0.5,0.1,0.1,0.1,0.3,1.7
Jason Preston,Utah Jazz,PG,7,10.1,0.9,2.7,0.316,0.0,0.4,0.0,0.0,0.0,,0.9,1.6,2.4,2.3,0.3,0.1,0.3,0.4,1.7
Jordan Walsh,Boston Celtics,SF,9,9.2,0.7,1.7,0.4,0.2,1.0,0.222,0.1,0.2,0.5,0.6,1.7,2.2,0.6,0.6,0.1,0.3,1.2,1.7
Jalen Hood-Schifino,Los Angeles Lakers,SG,21,5.2,0.5,2.1,0.222,0.1,0.7,0.133,0.6,1.0,0.6,0.1,0.5,0.6,0.4,0.1,0.1,0.4,0.6,1.6
Jett Howard,Orlando Magic,SF,18,3.7,0.6,1.7,0.333,0.4,1.4,0.28,0.1,0.2,0.5,0.1,0.3,0.4,0.3,0.1,0.1,0.2,0.2,1.6
Seth Lundy,Atlanta Hawks,SF,9,5.8,0.4,1.9,0.235,0.3,1.4,0.231,0.3,0.4,0.75,0.1,0.7,0.8,0.0,0.0,0.0,0.1,0.7,1.6
Jordan Miller,Los Angeles Clippers,SF,8,3.5,0.6,1.1,0.556,0.1,0.3,0.5,0.3,0.3,1.0,0.4,0.3,0.6,0.0,0.0,0.0,0.1,0.3,1.6
Josh Minott,Minnesota Timberwolves,SF,32,2.8,0.5,1.1,0.472,0.1,0.3,0.4,0.4,0.4,0.857,0.1,0.4,0.5,0.3,0.2,0.2,0.1,0.3,1.6
Jalen Pickett,Denver Nuggets,SG,27,4.5,0.6,1.3,0.429,0.3,0.9,0.36,0.1,0.1,0.75,0.0,0.5,0.5,0.8,0.1,0.0,0.3,0.5,1.6
Ibou Badji,Portland Trail Blazers,C,22,10.3,0.6,1.0,0.636,0.0,0.0,,0.3,0.5,0.5,0.9,1.4,2.3,0.6,0.1,0.9,0.7,2.1,1.5
Colin Castleton,Los Angeles Lakers,C,16,3.7,0.6,1.0,0.563,0.0,0.0,,0.4,0.4,1.0,0.4,0.4,0.8,0.2,0.1,0.0,0.2,0.7,1.5
Adam Flagler,Oklahoma City Thunder,SG,2,7.0,0.5,3.5,0.143,0.5,3.0,0.167,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.5
Dariq Whitehead,Brooklyn Nets,SF,2,12.0,0.5,2.5,0.2,0.0,1.5,0.0,0.5,1.0,0.5,0.0,2.0,2.0,1.5,0.0,0.5,0.0,0.0,1.5
Terry Taylor,Chicago Bulls,PF,31,6.1,0.6,1.3,0.513,0.1,0.3,0.222,0.1,0.2,0.8,0.5,0.6,1.2,0.3,0.2,0.1,0.2,0.5,1.5
Jack White,Memphis Grizzlies,SF,4,16.0,0.5,4.0,0.125,0.5,2.5,0.2,0.0,0.0,,1.0,2.0,3.0,0.3,1.0,0.3,0.5,0.8,1.5
Kendall Brown,Indiana Pacers,SG,15,4.2,0.5,1.0,0.533,0.0,0.1,0.0,0.3,0.5,0.625,0.2,0.1,0.3,0.3,0.0,0.0,0.1,0.6,1.4
Mason Jones,Sacramento Kings,SG,5,5.6,0.4,1.6,0.25,0.4,1.4,0.286,0.2,0.4,0.5,0.2,0.8,1.0,1.0,0.2,0.0,0.4,0.6,1.4
Jerome Robinson,Golden State Warriors,SG,22,3.7,0.5,1.5,0.333,0.1,0.8,0.118,0.3,0.5,0.636,0.0,0.2,0.3,0.2,0.0,0.1,0.1,0.2,1.4
Jermaine Samuels,Houston Rockets,SF,14,4.3,0.6,1.0,0.643,0.0,0.1,0.0,0.1,0.1,1.0,0.2,0.7,0.9,0.2,0.1,0.1,0.0,0.4,1.4
Jacob Toppin,New York Knicks,SF,9,4.2,0.6,1.0,0.556,0.1,0.4,0.25,0.2,0.2,1.0,0.3,0.4,0.8,0.3,0.0,0.1,0.1,0.3,1.4
R.J. Hampton,Miami Heat,PG,8,9.5,0.5,1.8,0.286,0.1,1.0,0.125,0.1,0.3,0.5,0.3,0.5,0.8,1.0,0.0,0.0,0.4,1.0,1.3
Nathan Mensah,,C,25,12.3,0.5,1.1,0.429,0.0,0.0,,0.4,0.5,0.75,1.2,1.4,2.6,0.4,0.2,0.6,0.6,2.6,1.3
Isaiah Thomas,Phoenix Suns,PG,6,3.2,0.5,1.7,0.3,0.3,0.7,0.5,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.3
TyTy Washington Jr.,Milwaukee Bucks,PG,11,5.1,0.5,1.8,0.3,0.2,0.5,0.333,0.0,0.0,,0.1,0.4,0.5,0.5,0.3,0.0,0.2,0.1,1.3
Jay Huff,Denver Nuggets,C,20,2.5,0.5,0.8,0.6,0.2,0.5,0.333,0.1,0.1,1.0,0.1,0.5,0.6,0.1,0.1,0.2,0.1,0.5,1.2
Keyontae Johnson,Oklahoma City Thunder,SF,9,7.3,0.6,1.8,0.313,0.1,0.3,0.333,0.0,0.0,,0.4,0.7,1.1,0.4,0.1,0.0,0.4,0.6,1.2
Chris Livingston,Milwaukee Bucks,SF,21,4.3,0.5,1.0,0.5,0.0,0.2,0.2,0.1,0.2,0.75,0.1,0.9,1.0,0.2,0.1,0.0,0.2,0.7,1.2
Braxton Key,Denver Nuggets,SF,20,3.0,0.4,0.9,0.412,0.1,0.3,0.4,0.3,0.4,0.75,0.2,0.8,0.9,0.5,0.1,0.1,0.1,0.3,1.1
