id,player,team,position,games_played,minutes_per_game,field_goals_made,field_goals_attempted,field_goal_percentage,three_pointers_made,three_pointers_attempted,three_point_percentage,free_throws_made,free_throws_attempted,free_throw_percentage,offensive_rebounds,defensive_rebounds,total_rebounds,assists_per_game,steals_per_game,blocks_per_game,turnovers_per_game,personal_fouls_per_game,points_per_game,wins,losses,margin_of_victory,offensive_rating,defensive_rating,net_rating,true_shooting_percentage,team_points_per_game,win_percentage,match_outcome,rebounds_per_game,player_impact
494,Jaxson Hayes,Los Angeles Lakers,C,70,12.5,1.8,2.5,0.72,0.0,0.1,0.0,0.7,1.2,0.622,1.0,2.0,3.0,0.5,0.5,0.4,0.6,1.8,4.3,47,35,0.6,115.9,115.3,0.6,0.601,152.2,0.573170731707317,1,0.036585365853658534,0.03177782763372969
495,Caleb Houstan,Orlando Magic,SF,59,13.8,1.4,3.5,0.388,1.2,3.3,0.373,0.4,0.4,0.808,0.5,0.9,1.4,0.5,0.3,0.1,0.3,1.0,4.3,47,35,2.02,113.4,111.3,2.1,0.577,138.1,0.573170731707317,1,0.017073170731707315,0.03488105120008477
496,John Konchar,Memphis Grizzlies,SF,55,21.3,1.6,3.8,0.423,0.7,2.2,0.317,0.4,0.5,0.84,1.3,3.4,4.7,2.0,0.9,0.9,0.8,1.4,4.3,27,55,-7.0,107.2,114.3,-7.1,0.543,284.1,0.32926829268292684,1,0.05731707317073171,0.02237704003227994
497,Dru Smith,Miami Heat,SG,9,14.6,1.7,3.7,0.455,0.8,1.9,0.412,0.2,0.2,1.0,0.7,0.9,1.6,1.6,1.0,0.3,0.6,1.3,4.3,46,36,1.76,114.0,112.2,1.8,0.578,184.8,0.5609756097560976,1,0.01951219512195122,0.03203199239784606
499,Thaddeus Young,Toronto Raptors,PF,23,15.2,2.3,3.8,0.621,0.0,0.3,0.167,0.2,0.5,0.417,1.3,2.0,3.3,2.2,0.8,0.1,0.5,1.7,5.0,25,57,-6.44,112.3,118.8,-6.5,0.566,248.0,0.3048780487804878,1,0.04024390243902439,0.029194531864673485
500,Thaddeus Young,Phoenix Suns,PF,10,8.9,1.1,2.1,0.524,0.0,0.1,0.0,0.1,0.3,0.333,1.7,1.1,2.8,0.7,0.5,0.2,0.4,1.1,2.3,49,33,3.06,117.6,114.6,3.0,0.603,164.5,0.5975609756097561,1,0.03414634146341463,0.018444658610719845
502,Jacob Gilyard,Memphis Grizzlies,PG,37,17.7,1.6,3.9,0.417,1.4,3.2,0.425,0.1,0.1,1.0,0.2,0.9,1.2,3.5,0.7,0.1,0.8,0.9,4.7,27,55,-7.0,107.2,114.3,-7.1,0.543,284.1,0.32926829268292684,1,0.014634146341463414,0.028914586928340237
503,Jacob Gilyard,Brooklyn Nets,PG,4,11.3,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.3,0.5,0.8,1.5,1.5,0.0,0.3,1.0,0.0,32,50,-2.89,113.2,116.1,-2.9,0.561,174.2,0.3902439024390244,1,0.00975609756097561,0.008666797345355774
504,Armoni Brooks,Brooklyn Nets,PG,10,10.4,1.5,4.6,0.326,1.1,3.2,0.344,0.1,0.2,0.5,0.7,1.1,1.8,0.5,0.1,0.1,0.3,0.3,4.2,32,50,-2.89,113.2,116.1,-2.9,0.561,174.2,0.3902439024390244,1,0.021951219512195124,0.027106493797429364
506,Troy Brown Jr.,Minnesota Timberwolves,SF,37,11.1,1.4,3.2,0.441,0.8,2.3,0.369,0.5,0.6,0.864,0.4,1.6,1.9,0.9,0.2,0.1,0.5,0.7,4.2,56,26,6.45,115.6,109.0,6.6,0.594,142.5,0.6829268292682927,1,0.023170731707317073,0.03595207531022679
507,Troy Brown Jr.,Detroit Pistons,SF,22,19.0,1.5,4.9,0.296,0.7,2.6,0.281,0.6,0.7,0.867,0.5,2.8,3.3,1.1,0.7,0.0,0.5,0.7,4.2,14,68,-9.11,109.7,118.8,-9.1,0.562,258.2,0.17073170731707318,1,0.04024390243902439,0.020682586763900175
508,Max Christie,Los Angeles Lakers,SG,67,14.1,1.5,3.6,0.427,0.6,1.8,0.356,0.5,0.7,0.783,0.2,1.9,2.1,0.9,0.3,0.3,0.5,0.9,4.2,47,35,0.6,115.9,115.3,0.6,0.601,152.2,0.573170731707317,1,0.025609756097560978,0.03367680523060159
509,Ashton Hagans,Portland Trail Blazers,PG,19,16.6,1.5,3.7,0.408,0.4,1.3,0.32,0.7,0.9,0.824,0.7,1.6,2.4,2.8,0.6,0.5,1.6,2.1,4.2,21,61,-9.02,108.3,117.5,-9.2,0.539,196.7,0.25609756097560976,1,0.029268292682926828,0.035735985219537
510,Danuel House Jr.,Philadelphia 76ers,SF,34,15.0,1.4,3.1,0.448,0.4,1.5,0.3,1.0,1.4,0.761,0.5,1.2,1.7,0.8,0.4,0.1,0.6,1.3,4.2,47,35,3.05,116.9,113.8,3.1,0.574,203.9,0.573170731707317,1,0.020731707317073172,0.024623500281103838
512,Skylar Mays,Portland Trail Blazers,PG,21,17.0,2.5,6.6,0.384,0.7,2.3,0.286,0.6,0.8,0.765,0.4,1.3,1.8,3.6,0.7,0.1,0.9,1.0,6.3,21,61,-9.02,108.3,117.5,-9.2,0.539,196.7,0.25609756097560976,1,0.021951219512195124,0.0504420499212618
513,Skylar Mays,Los Angeles Lakers,SG,17,4.5,0.6,1.2,0.476,0.1,0.3,0.4,0.0,0.0,0.0,0.1,0.3,0.4,0.6,0.4,0.1,0.1,0.4,1.3,47,35,0.6,115.9,115.3,0.6,0.601,152.2,0.573170731707317,1,0.004878048780487805,0.01251562449921477
514,Sandro Mamukelashvili,San Antonio Spurs,C,46,9.8,1.6,3.4,0.471,0.4,1.4,0.297,0.5,0.7,0.735,1.0,2.2,3.2,1.1,0.2,0.3,0.4,0.8,4.1,22,60,-6.49,110.0,116.4,-6.4,0.563,165.1,0.2682926829268293,1,0.03902439024390244,0.03173243119469353
515,Luka Samanic,Utah Jazz,PF,43,9.4,1.4,3.7,0.38,0.3,1.5,0.203,1.0,1.3,0.786,0.5,1.9,2.4,0.4,0.1,0.2,0.7,0.7,4.1,31,51,-4.89,115.5,120.4,-4.9,0.579,194.4,0.3780487804878049,1,0.029268292682926828,0.023298705209274316
516,Jae'Sean Tate,Houston Rockets,SF,65,15.9,1.7,3.5,0.472,0.4,1.2,0.299,0.4,0.6,0.667,0.9,2.1,3.0,1.0,0.6,0.2,0.6,2.1,4.1,41,41,1.12,114.5,113.4,1.1,0.565,150.1,0.5,1,0.036585365853658534,0.03422108838010432
518,Patty Mills,Atlanta Hawks,PG,19,10.6,1.0,2.7,0.373,0.7,1.8,0.382,0.0,0.0,0.0,0.3,0.8,1.1,0.7,0.5,0.1,0.4,0.9,2.7,36,46,-2.18,117.2,119.4,-2.2,0.576,174.9,0.43902439024390244,1,0.013414634146341465,0.019516378697234656
519,Patty Mills,Miami Heat,PG,13,16.4,2.1,6.2,0.338,0.8,4.1,0.208,0.8,0.8,1.0,0.3,0.8,1.2,1.5,0.8,0.0,0.6,1.2,5.8,46,36,1.76,114.0,112.2,1.8,0.578,184.8,0.5609756097560976,1,0.014634146341463414,0.039581353605743844
520,Izaiah Brockington,New Orleans Pelicans,PG,1,3.0,2.0,5.0,0.4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,49,33,4.41,117.4,112.9,4.5,0.591,155.0,0.5975609756097561,1,0.024390243902439025,0.025963808025177025
521,Ousmane Dieng,Oklahoma City Thunder,PF,33,11.1,1.5,3.5,0.422,0.6,2.1,0.3,0.4,0.5,0.875,0.3,1.2,1.5,1.1,0.2,0.2,0.6,0.7,4.0,57,25,7.41,119.5,112.1,7.4,0.608,151.5,0.6951219512195121,1,0.018292682926829267,0.03378411011832891
522,Luka Garza,Minnesota Timberwolves,C,25,4.9,1.4,3.0,0.48,0.4,1.3,0.281,0.7,1.0,0.72,0.8,0.5,1.2,0.2,0.2,0.0,0.2,1.0,4.0,56,26,6.45,115.6,109.0,6.6,0.594,142.5,0.6829268292682927,1,0.014634146341463414,0.02957637997432606
523,Mouhamed Gueye,Atlanta Hawks,PF,6,12.2,1.3,3.8,0.348,0.5,1.5,0.333,0.8,1.0,0.833,1.7,2.0,3.7,0.7,0.8,0.7,0.2,2.2,4.0,36,46,-2.18,117.2,119.4,-2.2,0.576,174.9,0.43902439024390244,1,0.0451219512195122,0.027130485713090405
524,Justin Holiday,Denver Nuggets,SG,58,14.9,1.5,3.3,0.454,0.9,2.3,0.404,0.1,0.1,0.75,0.2,1.1,1.2,1.2,0.6,0.2,0.2,1.2,4.0,57,25,5.26,118.5,113.0,5.5,0.589,136.7,0.6951219512195121,1,0.014634146341463414,0.038146555569432805
525,Matthew Hurt,Memphis Grizzlies,PF,8,14.1,1.5,4.3,0.353,0.6,2.5,0.25,0.4,0.4,1.0,1.1,0.9,2.0,0.5,0.4,0.4,0.3,1.0,4.0,27,55,-7.0,107.2,114.3,-7.1,0.543,284.1,0.32926829268292684,1,0.024390243902439025,0.015925344047527063
526,JaVale McGee,Sacramento Kings,C,46,7.4,1.7,2.9,0.598,0.0,0.2,0.143,0.6,1.0,0.578,0.9,1.8,2.7,0.4,0.3,0.4,0.7,1.0,4.0,46,36,1.74,116.9,115.2,1.7,0.582,142.7,0.5609756097560976,1,0.032926829268292684,0.031064658929700725
527,Svi Mykhailiuk,Boston Celtics,SF,41,10.1,1.4,3.3,0.416,1.0,2.6,0.389,0.1,0.2,0.667,0.3,1.0,1.2,0.9,0.3,0.0,0.3,0.5,4.0,64,18,11.34,123.2,111.6,11.6,0.609,162.0,0.7804878048780488,1,0.014634146341463414,0.030337247816922618
528,Rayan Rupert,Portland Trail Blazers,SG,39,16.2,1.4,4.1,0.335,0.7,2.0,0.359,0.5,0.6,0.76,0.6,1.7,2.4,1.6,0.3,0.1,0.8,1.4,4.0,21,61,-9.02,108.3,117.5,-9.2,0.539,196.7,0.25609756097560976,1,0.029268292682926828,0.028618547497117067
529,Adama Sanogo,Chicago Bulls,PF,9,7.3,1.6,3.0,0.519,0.0,0.0,0.0,0.9,1.3,0.667,2.1,1.9,4.0,0.0,0.1,0.0,0.6,0.6,4.0,39,43,-1.44,114.9,116.3,-1.4,0.568,161.3,0.47560975609756095,1,0.04878048780487805,0.025100932968412138
530,Jaylin Williams,Oklahoma City Thunder,C,69,13.0,1.4,3.3,0.417,0.8,2.1,0.368,0.5,0.6,0.805,0.5,2.9,3.4,1.6,0.4,0.4,0.5,1.4,4.0,57,25,7.41,119.5,112.1,7.4,0.608,151.5,0.6951219512195121,1,0.041463414634146344,0.037237382274812846
531,Jules Bernard,Washington Wizards,SG,19,7.8,1.5,3.4,0.453,0.6,1.5,0.379,0.3,0.5,0.556,0.5,0.8,1.4,0.8,0.2,0.1,0.4,0.7,3.9,15,67,-9.29,110.5,119.6,-9.1,0.567,187.3,0.18292682926829268,1,0.017073170731707315,0.02518458713684841
532,Chris Duarte,Sacramento Kings,SF,59,12.2,1.4,3.6,0.381,0.7,2.2,0.346,0.4,0.6,0.788,0.4,1.4,1.8,0.7,0.5,0.1,0.4,1.4,3.9,46,36,1.74,116.9,115.2,1.7,0.582,142.7,0.5609756097560976,1,0.021951219512195124,0.032389286752012574
533,DeAndre Jordan,Denver Nuggets,C,36,11.0,1.6,2.6,0.624,0.0,0.0,0.0,0.7,1.5,0.491,1.5,2.9,4.4,0.7,0.2,0.4,0.6,1.6,3.9,57,25,5.26,118.5,113.0,5.5,0.589,136.7,0.6951219512195121,1,0.05365853658536586,0.03404285688796903
534,Sidy Cissoko,San Antonio Spurs,SF,12,11.8,1.3,2.8,0.485,0.1,1.0,0.083,1.0,1.3,0.8,0.7,1.2,1.8,0.8,0.6,0.3,0.3,1.5,3.8,22,60,-6.49,110.0,116.4,-6.4,0.563,165.1,0.2682926829268293,1,0.021951219512195124,0.02799485899159415
535,Anthony Gill,Washington Wizards,PF,50,9.3,1.5,3.2,0.469,0.2,0.8,0.244,0.6,0.7,0.806,0.7,1.1,1.9,0.7,0.3,0.2,0.5,1.0,3.8,15,67,-9.29,110.5,119.6,-9.1,0.567,187.3,0.18292682926829268,1,0.023170731707317073,0.024149336528068964
537,KJ Martin,Los Angeles Clippers,SF,2,15.5,2.0,5.0,0.4,0.5,2.5,0.2,0.5,1.0,0.5,0.5,1.0,1.5,0.5,1.0,0.5,1.0,1.5,5.0,51,31,3.28,118.8,115.4,3.4,0.599,160.6,0.6219512195121951,1,0.018292682926829267,0.03436047747775112
538,KJ Martin,Philadelphia 76ers,SF,58,12.3,1.6,2.9,0.544,0.1,0.4,0.304,0.4,0.7,0.538,0.7,1.5,2.2,0.9,0.3,0.2,0.5,1.7,3.7,47,35,3.05,116.9,113.8,3.1,0.574,203.9,0.573170731707317,1,0.02682926829268293,0.022691658991136256
540,Keita Bates-Diop,Phoenix Suns,SF,39,15.3,1.6,3.8,0.427,0.5,1.6,0.313,0.7,0.9,0.722,0.8,1.8,2.6,0.9,0.6,0.5,0.3,0.8,4.5,49,33,3.06,117.6,114.6,3.0,0.603,164.5,0.5975609756097561,1,0.03170731707317073,0.03301949736822596
541,Keita Bates-Diop,Brooklyn Nets,SF,14,4.9,0.6,1.1,0.5,0.1,0.4,0.2,0.4,0.4,1.0,0.1,0.6,0.6,0.3,0.2,0.1,0.1,0.1,1.6,32,50,-2.89,113.2,116.1,-2.9,0.561,174.2,0.3902439024390244,1,0.007317073170731707,0.010949007308672399
542,Oshae Brissett,Boston Celtics,SF,55,11.5,1.2,2.8,0.444,0.3,1.0,0.273,0.9,1.5,0.602,1.1,1.8,2.9,0.8,0.3,0.1,0.4,1.0,3.7,64,18,11.34,123.2,111.6,11.6,0.609,162.0,0.7804878048780488,1,0.03536585365853658,0.02799608551641072
543,Jamal Cain,Miami Heat,PF,26,10.0,1.3,3.0,0.43,0.4,1.2,0.355,0.7,0.9,0.783,0.6,0.8,1.4,0.4,0.4,0.2,0.3,0.8,3.7,46,36,1.76,114.0,112.2,1.8,0.578,184.8,0.5609756097560976,1,0.017073170731707315,0.022278534473656426
544,Drew Peterson,Boston Celtics,PF,3,7.7,1.3,2.0,0.667,1.0,1.7,0.6,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.7,0.0,0.3,0.3,3.7,64,18,11.34,123.2,111.6,11.6,0.609,162.0,0.7804878048780488,1,0.0036585365853658534,0.024713941583860283
545,T.J. Warren,Minnesota Timberwolves,SF,11,11.4,1.6,3.7,0.439,0.2,1.2,0.154,0.3,0.4,0.75,0.5,1.5,2.0,0.8,0.4,0.1,0.4,1.0,3.7,56,26,6.45,115.6,109.0,6.6,0.594,142.5,0.6829268292682927,1,0.024390243902439025,0.03175010697475396
547,Collin Gillespie,Denver Nuggets,PG,24,9.4,1.3,2.9,0.464,0.6,1.6,0.395,0.3,0.5,0.667,0.0,0.8,0.9,1.1,0.5,0.0,0.6,1.0,3.6,57,25,5.26,118.5,113.0,5.5,0.589,136.7,0.6951219512195121,1,0.010975609756097562,0.03446214784020554
548,Gui Santos,Golden State Warriors,PF,23,8.3,1.2,2.4,0.509,0.4,1.2,0.37,0.7,0.7,0.941,0.7,1.4,2.1,0.6,0.2,0.1,0.3,1.0,3.6,46,36,2.61,117.8,115.2,2.6,0.586,147.6,0.5609756097560976,1,0.025609756097560978,0.02862879238548483
549,Jarace Walker,Indiana Pacers,PF,33,10.3,1.4,3.3,0.409,0.7,1.7,0.4,0.2,0.3,0.889,0.4,1.5,1.9,1.2,0.5,0.3,0.5,0.9,3.6,47,35,3.05,121.0,118.0,3.0,0.606,183.1,0.573170731707317,1,0.023170731707317073,0.026341729829095124
550,Lindy Waters III,Oklahoma City Thunder,SG,38,7.4,1.3,2.7,0.471,1.0,2.2,0.435,0.1,0.1,1.0,0.2,0.9,1.1,0.6,0.1,0.2,0.2,0.6,3.6,57,25,7.41,119.5,112.1,7.4,0.608,151.5,0.6951219512195121,1,0.013414634146341465,0.02781131771713757
553,Theo Maledon,Phoenix Suns,PG,4,3.3,0.3,1.0,0.25,0.0,0.0,0.0,0.8,0.8,1.0,0.0,0.3,0.3,0.0,0.0,0.0,0.8,0.8,1.3,49,33,3.06,117.6,114.6,3.0,0.603,164.5,0.5975609756097561,1,0.0036585365853658534,0.007924975906294018
554,Onuralp Bitim,Chicago Bulls,SG,23,11.7,1.4,3.7,0.381,0.5,1.9,0.273,0.2,0.2,0.8,0.3,1.1,1.4,0.6,0.1,0.1,0.4,1.0,3.5,39,43,-1.44,114.9,116.3,-1.4,0.568,161.3,0.47560975609756095,1,0.017073170731707315,0.025524322199204627
555,Jordan McLaughlin,Minnesota Timberwolves,PG,56,11.2,1.3,2.6,0.483,0.8,1.6,0.472,0.2,0.3,0.722,0.3,1.0,1.3,2.0,0.6,0.1,0.3,0.6,3.5,56,26,6.45,115.6,109.0,6.6,0.594,142.5,0.6829268292682927,1,0.015853658536585366,0.03870774497218656
557,Marques Bolden,Milwaukee Bucks,C,2,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,49,33,2.62,118.4,115.8,2.6,0.601,152.8,0.5975609756097561,1,0.012195121951219513,7.981100753415911e-05
560,Ryan Rollins,Washington Wizards,PG,10,6.6,1.3,2.5,0.52,0.2,0.3,0.667,1.3,1.7,0.765,0.2,0.9,1.1,1.1,0.8,0.3,0.7,0.7,4.1,15,67,-9.29,110.5,119.6,-9.1,0.567,187.3,0.18292682926829268,1,0.013414634146341465,0.027834568254919066
561,Ryan Rollins,Milwaukee Bucks,PG,3,4.0,0.3,0.7,0.5,0.3,0.3,1.0,0.0,0.0,0.0,0.0,0.7,0.7,1.0,0.7,0.0,0.3,0.3,1.0,49,33,2.62,118.4,115.8,2.6,0.601,152.8,0.5975609756097561,1,0.008536585365853657,0.013144872940876004
563,Yuta Watanabe,Phoenix Suns,SF,29,13.2,1.2,3.3,0.361,0.8,2.6,0.32,0.3,0.5,0.667,0.4,1.2,1.6,0.3,0.3,0.2,0.6,1.2,3.6,49,33,3.06,117.6,114.6,3.0,0.603,164.5,0.5975609756097561,1,0.01951219512195122,0.023826821854844686
564,Yuta Watanabe,Memphis Grizzlies,SF,5,16.4,1.2,3.8,0.316,0.2,2.0,0.1,0.0,0.4,0.0,0.0,1.8,1.8,1.0,0.6,0.0,0.6,1.0,2.6,27,55,-7.0,107.2,114.3,-7.1,0.543,284.1,0.32926829268292684,1,0.021951219512195124,0.012748860329152394
565,Buddy Boeheim,Detroit Pistons,SF,10,8.4,0.9,2.9,0.31,0.8,2.5,0.32,0.8,1.0,0.8,0.3,0.7,1.0,0.3,0.0,0.1,0.0,0.5,3.4,14,68,-9.11,109.7,118.8,-9.1,0.562,258.2,0.17073170731707318,1,0.012195121951219513,0.014377208063327727
566,Moses Brown,Portland Trail Blazers,C,22,9.1,1.5,3.0,0.508,0.0,0.0,0.0,0.4,1.4,0.29,1.7,2.2,3.9,0.3,0.2,0.3,0.5,1.2,3.4,21,61,-9.02,108.3,117.5,-9.2,0.539,196.7,0.25609756097560976,1,0.0475609756097561,0.019052165610624075
567,Wenyen Gabriel,Memphis Grizzlies,PF,5,16.2,1.6,4.4,0.364,0.2,1.2,0.167,0.0,1.0,0.0,1.4,3.6,5.0,0.6,0.4,0.4,1.6,2.0,3.4,27,55,-7.0,107.2,114.3,-7.1,0.543,284.1,0.32926829268292684,1,0.06097560975609756,0.014294176732686015
568,Nassir Little,Phoenix Suns,SF,45,10.2,1.3,2.8,0.46,0.5,1.6,0.3,0.4,0.4,0.85,0.3,1.4,1.7,0.5,0.2,0.2,0.3,0.9,3.4,49,33,3.06,117.6,114.6,3.0,0.603,164.5,0.5975609756097561,1,0.020731707317073172,0.02383423530283935
569,Jalen McDaniels,Toronto Raptors,SF,50,10.8,1.3,3.8,0.344,0.2,1.4,0.169,0.5,0.7,0.73,0.4,1.2,1.6,0.7,0.4,0.1,0.6,1.0,3.4,25,57,-6.44,112.3,118.8,-6.5,0.566,248.0,0.3048780487804878,1,0.01951219512195122,0.016610936270653028
571,Jaden Springer,Philadelphia 76ers,SG,32,11.8,1.4,3.7,0.39,0.3,1.2,0.216,0.9,1.1,0.824,0.8,1.0,1.8,1.1,0.8,0.3,0.8,1.5,4.0,47,35,3.05,116.9,113.8,3.1,0.574,203.9,0.573170731707317,1,0.021951219512195124,0.025119917702364856
572,Jaden Springer,Boston Celtics,PG,17,7.6,0.8,1.8,0.433,0.1,0.6,0.182,0.4,0.5,0.875,0.5,0.7,1.2,0.5,0.6,0.2,0.5,1.0,2.1,64,18,11.34,123.2,111.6,11.6,0.609,162.0,0.7804878048780488,1,0.014634146341463414,0.016139716952725085
573,Charles Bassey,San Antonio Spurs,C,19,10.8,1.5,2.1,0.725,0.0,0.1,0.0,0.3,0.3,0.833,1.2,2.8,4.0,1.1,0.4,0.9,0.8,1.6,3.3,22,60,-6.49,110.0,116.4,-6.4,0.563,165.1,0.2682926829268293,1,0.04878048780487805,0.026945975092700657
574,Micah Potter,Utah Jazz,PF,16,11.6,1.2,2.5,0.475,0.6,1.3,0.429,0.4,0.5,0.75,0.6,2.1,2.7,0.4,0.3,0.4,0.3,0.9,3.3,31,51,-4.89,115.5,120.4,-4.9,0.579,194.4,0.3780487804878049,1,0.032926829268292684,0.019202298504466524
575,Dwight Powell,Dallas Mavericks,C,63,13.3,1.1,1.7,0.679,0.0,0.0,0.333,1.0,1.4,0.708,1.5,1.9,3.4,1.3,0.4,0.3,0.5,1.8,3.3,50,32,2.21,117.6,115.4,2.2,0.592,186.4,0.6097560975609756,1,0.041463414634146344,0.024900554799539405
576,Terquavion Smith,Philadelphia 76ers,PG,16,5.3,1.1,2.9,0.391,0.8,2.2,0.371,0.2,0.3,0.6,0.0,0.3,0.3,0.8,0.5,0.0,0.4,0.5,3.3,47,35,3.05,116.9,113.8,3.1,0.574,203.9,0.573170731707317,1,0.0036585365853658534,0.020125838825823274
577,Garrett Temple,Toronto Raptors,SG,27,10.7,1.1,2.9,0.372,0.4,1.5,0.3,0.7,0.8,0.818,0.7,1.0,1.7,1.0,0.4,0.1,0.5,1.0,3.3,25,57,-6.44,112.3,118.8,-6.5,0.566,248.0,0.3048780487804878,1,0.020731707317073172,0.01742230527143981
578,Tristan Thompson,Cleveland Cavaliers,C,49,11.2,1.5,2.4,0.608,0.0,0.0,0.0,0.3,1.1,0.288,1.5,2.1,3.6,1.0,0.2,0.3,0.6,1.2,3.3,48,34,2.41,115.2,112.7,2.5,0.586,160.0,0.5853658536585366,1,0.04390243902439025,0.02714939024390244
579,Oscar Tshiebwe,Indiana Pacers,PF,8,5.3,1.3,2.5,0.5,0.0,0.0,0.0,0.8,1.0,0.75,1.0,1.0,2.0,0.3,0.3,0.1,0.0,0.4,3.3,47,35,3.05,121.0,118.0,3.0,0.606,183.1,0.573170731707317,1,0.024390243902439025,0.019794594450586775
581,Kira Lewis Jr.,New Orleans Pelicans,PG,15,9.6,1.1,3.5,0.308,0.1,1.3,0.1,0.7,0.7,0.909,0.3,0.7,0.9,1.2,0.3,0.1,0.5,0.5,2.9,49,33,4.41,117.4,112.9,4.5,0.591,155.0,0.5975609756097561,1,0.010975609756097562,0.026522423288749014
582,Kira Lewis Jr.,Toronto Raptors,PG,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25,57,-6.44,112.3,118.8,-6.5,0.566,248.0,0.3048780487804878,1,0.0,0.0
583,Kira Lewis Jr.,Utah Jazz,PG,12,9.9,1.5,3.3,0.45,0.2,1.1,0.154,0.6,0.8,0.778,0.4,0.6,1.0,1.6,0.3,0.1,0.5,0.3,3.8,31,51,-4.89,115.5,120.4,-4.9,0.579,194.4,0.3780487804878049,1,0.012195121951219513,0.027840509886580347
584,A.J. Lawson,Dallas Mavericks,SG,42,7.4,1.3,2.9,0.446,0.3,1.2,0.26,0.4,0.5,0.652,0.3,0.9,1.2,0.5,0.2,0.1,0.3,0.5,3.2,50,32,2.21,117.6,115.4,2.2,0.592,186.4,0.6097560975609756,1,0.014634146341463414,0.019928294776509998
585,Boban Marjanovic,Houston Rockets,C,14,5.1,1.3,2.4,0.529,0.0,0.1,0.0,0.6,1.0,0.643,0.5,1.8,2.3,0.4,0.1,0.1,0.4,0.4,3.2,41,41,1.12,114.5,113.4,1.1,0.565,150.1,0.5,1,0.028048780487804875,0.02417087795128451
586,Zeke Nnaji,Denver Nuggets,PF,58,9.9,1.2,2.6,0.463,0.1,0.4,0.261,0.7,1.1,0.677,1.1,1.1,2.2,0.6,0.3,0.7,0.5,1.4,3.2,57,25,5.26,118.5,113.0,5.5,0.589,136.7,0.6951219512195121,1,0.02682926829268293,0.027994361874855038
589,Brandon Williams,Dallas Mavericks,PG,17,6.6,1.2,3.2,0.37,0.2,0.9,0.2,0.6,1.0,0.647,0.2,0.5,0.8,1.0,0.1,0.1,0.4,0.2,3.2,50,32,2.21,117.6,115.4,2.2,0.592,186.4,0.6097560975609756,1,0.00975609756097561,0.0225845284203915
590,Wesley Matthews,Atlanta Hawks,SG,36,11.5,0.9,2.7,0.351,0.7,1.9,0.348,0.5,0.7,0.75,0.3,1.2,1.5,0.6,0.4,0.3,0.2,1.2,3.1,36,46,-2.18,117.2,119.4,-2.2,0.576,174.9,0.43902439024390244,1,0.018292682926829267,0.0212595350653335
591,Dalen Terry,Chicago Bulls,SG,59,11.5,1.2,2.7,0.439,0.3,1.3,0.23,0.4,0.7,0.581,0.5,1.4,1.9,1.4,0.5,0.3,0.5,1.4,3.1,39,43,-1.44,114.9,116.3,-1.4,0.568,161.3,0.47560975609756095,1,0.023170731707317073,0.028041976018024283
592,Gabe Vincent,Los Angeles Lakers,PG,11,19.8,1.4,4.5,0.306,0.3,2.5,0.107,0.1,0.2,0.5,0.4,0.5,0.8,1.9,0.8,0.0,0.5,1.7,3.1,47,35,0.6,115.9,115.3,0.6,0.601,152.2,0.573170731707317,1,0.00975609756097561,0.032915611679112854
594,Mike Muscala,Washington Wizards,C,24,14.1,1.4,3.8,0.367,0.6,2.1,0.275,0.6,0.8,0.75,0.9,2.2,3.1,0.9,0.2,0.3,0.7,1.3,4.0,15,67,-9.29,110.5,119.6,-9.1,0.567,187.3,0.18292682926829268,1,0.03780487804878049,0.02636307996822627
595,Mike Muscala,Detroit Pistons,C,13,13.2,1.2,3.4,0.341,1.0,2.6,0.382,0.2,0.3,0.5,0.8,1.5,2.2,0.8,0.2,0.4,0.2,1.0,3.5,14,68,-9.11,109.7,118.8,-9.1,0.562,258.2,0.17073170731707318,1,0.02682926829268293,0.016757665640173055
596,Mike Muscala,Oklahoma City Thunder,C,16,5.7,0.5,1.4,0.364,0.1,0.7,0.091,0.0,0.1,0.0,0.4,0.9,1.3,0.3,0.1,0.1,0.3,0.5,1.1,57,25,7.41,119.5,112.1,7.4,0.608,151.5,0.6951219512195121,1,0.015853658536585366,0.009345568703211786
597,Johnny Davis,Washington Wizards,SG,50,12.3,1.2,3.1,0.403,0.3,0.8,0.35,0.3,0.5,0.583,0.4,1.1,1.4,0.6,0.4,0.2,0.3,1.1,3.0,15,67,-9.29,110.5,119.6,-9.1,0.567,187.3,0.18292682926829268,1,0.017073170731707315,0.01931165601031344
598,Saben Lee,Phoenix Suns,PG,24,7.7,0.8,2.3,0.364,0.1,0.7,0.125,1.2,1.6,0.744,0.4,0.9,1.3,1.3,0.3,0.1,0.3,0.5,3.0,49,33,3.06,117.6,114.6,3.0,0.603,164.5,0.5975609756097561,1,0.015853658536585366,0.02623619245310994
